QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
NIDLIJIB_03801	COG2814	442063	3.25e-24	21.814	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NIDLIJIB_03802	COG3833	443045	1.97e-117	43.771	MalG	ABC-type maltose transport system, permease component MalG	G	Carbohydrate transport and metabolism
NIDLIJIB_03803	COG1175	440788	1.16e-66	35.458	UgpA	ABC-type sugar transport system, permease component	G	Carbohydrate transport and metabolism
NIDLIJIB_03804	COG2182	441785	3.17e-147	41.019	MalE	Maltose-binding periplasmic protein MalE	G	Carbohydrate transport and metabolism
NIDLIJIB_03808	COG0583	440348	3.56e-46	28.986	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_03809	COG3085	442319	4.93e-66	66.964	YifE	Uncharacterized RNA-binding protein YifE, UPF0438 family	R	General function prediction only
NIDLIJIB_03810	COG0606	440371	0.0	54.98	YifB	Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03811	COG0028	439799	0.0	51.63	IlvB	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	E	Amino acid transport and metabolism
NIDLIJIB_03812	COG3978	443177	2.8e-36	58.667	IlvM	Acetolactate synthase small subunit, contains ACT domain	E	Amino acid transport and metabolism
NIDLIJIB_03813	COG0115	439885	1.14e-132	47.099	IlvE	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	E	Amino acid transport and metabolism
NIDLIJIB_03814	COG0129	439899	0.0	57.19	IlvD	Dihydroxyacid dehydratase/phosphogluconate dehydratase	E	Amino acid transport and metabolism
NIDLIJIB_03815	COG1171	440784	7.86e-144	43.598	IlvA	Threonine deaminase	E	Amino acid transport and metabolism
NIDLIJIB_03816	COG0583	440348	7.54e-57	31.399	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_03817	COG0059	439829	5.71e-166	37.425	IlvC	Ketol-acid reductoisomerase	E	Amino acid transport and metabolism
NIDLIJIB_03818	COG0760	440523	5.46e-38	47.059	SurA	Periplasmic chaperone SurA (peptidyl-prolyl cis-trans isomerase)	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03819	COG3692	442907	5.4e-58	37.748	YifN	Uncharacterized conserved protein YifN, PemK superfamily	S	Function unknown
NIDLIJIB_03820	COG0210	439980	0.0	46.515	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
NIDLIJIB_03821	COG0248	440018	5.02e-120	40.127	GppA	Exopolyphosphatase/pppGpp-phosphohydrolase	F	Nucleotide transport and metabolism
NIDLIJIB_03822	COG0513	440279	0.0	42.683	SrmB	Superfamily II DNA and RNA helicase	L	Replication, recombination and repair
NIDLIJIB_03823	COG3118	442352	3.92e-60	54.286	CnoX	Chaperedoxin CnoX, contains thioredoxin-like and TPR-like domains, YbbN/TrxSC family	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03824	COG1158	440772	0.0	70.027	Rho	Transcription termination factor Rho	K	Transcription
NIDLIJIB_03826	COG0472	440240	6.54e-77	29.71	Rfe	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase/archaeal AglH	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03827	COG3765	442979	1.17e-167	51.136	WzzB	LPS O-antigen chain length determinant protein, WzzB/FepE family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03828	COG0381	440150	0.0	54.642	WecB	UDP-N-acetylglucosamine 2-epimerase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03829	COG0677	440441	0.0	42.723	WecC	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03830	COG1088	440705	0.0	63.636	RfbB	dTDP-D-glucose 4,6-dehydratase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03832	COG4772	443804	6.92e-07	30.263	FecA	Outer membrane receptor for Fe3+-dicitrate	P	Inorganic ion transport and metabolism
NIDLIJIB_03833	COG2367	441934	9.58e-48	42.236	PenP	Beta-lactamase class A	V	Defense mechanisms
NIDLIJIB_03836	COG4974	443999	1.14e-18	53.488	XerD	Site-specific tyrosine recombinase XerD	L	Replication, recombination and repair
NIDLIJIB_03837	COG5527	444278	3.1e-31	27.976		Protein involved in initiation of plasmid replication	X	Mobilome: prophages, transposons
NIDLIJIB_03840	COG2878	442125	4.44e-30	55.224	RnfB	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfB subunit	C	Energy production and conversion
NIDLIJIB_03842	COG3209	442442	7.8e-31	18.683	RhsA	Uncharacterized conserved protein RhsA, contains RHS repeats	R	General function prediction only
NIDLIJIB_03843	COG3157	442391	9.55e-26	26.471	TssD	Type VI secretion system tube protein TssD/Hcp	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_03846	COG4238	443380	0.008	46.429	Lpp	Outer membrane murein-binding lipoprotein Lpp	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03848	COG0847	440608	3.3e-68	43.429	DnaQ	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	L	Replication, recombination and repair
NIDLIJIB_03849	COG0328	440097	3.75e-82	63.121	RnhA	Ribonuclease HI	L	Replication, recombination and repair
NIDLIJIB_03850	COG2226	441828	6.97e-15	36.0	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
NIDLIJIB_03851	COG0491	440257	8.74e-41	33.155	GloB	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	R	General function prediction only
NIDLIJIB_03852	COG0741	440504	2.53e-42	33.962	MltE	Soluble lytic murein transglycosylase or regulatory protein ( may contain LysM/invasin domain), , includes type III secretion system proteins IagB/IpgF/YsaH	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03853	COG2226	441828	6.88e-40	38.235	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9	H	Coenzyme transport and metabolism
NIDLIJIB_03854	COG3021	442257	3.34e-16	25.62	YafD	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	R	General function prediction only
NIDLIJIB_03855	COG0583	440348	6.93e-74	36.301	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_03856	COG0656	440421	7.2e-137	47.266	ARA1	Aldo/keto reductase, related to diketogulonate reductase	Q	Secondary metabolites biosynthesis, transport and catabolism
NIDLIJIB_03865	COG0286	440055	3.58e-09	25.833	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
NIDLIJIB_03867	COG0476	440244	7.08e-18	29.936	ThiF	Molybdopterin or thiamine biosynthesis adenylyltransferase	H	Coenzyme transport and metabolism
NIDLIJIB_03868	COG1310	440921	3.57e-05	23.457	Rpn11	Predicted metalloprotease (deubiquitase), contains Jab1/MPN domain metalloenzyme (JAMM) motif	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03870	COG1813	441418	0.006	25.0	aMBF1	Archaeal ribosome-binding protein aMBF1, putative translation factor, contains Zn-ribbon and HTH domains	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03875	COG4974	443999	2.68e-35	22.424	XerD	Site-specific tyrosine recombinase XerD	L	Replication, recombination and repair
NIDLIJIB_03877	COG1811	441416	1.71e-63	43.348	YdfK	Uncharacterized membrane protein YqgA/YdfK, affects biofilm formation, DUF554 family	S	Function unknown
NIDLIJIB_03878	COG1982	441585	0.0	32.836	LdcC	Arginine/lysine/ornithine decarboxylase	E	Amino acid transport and metabolism
NIDLIJIB_03879	COG2814	442063	7.45e-05	14.246	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
NIDLIJIB_03880	COG0741	440504	5.68e-47	34.682	MltE	Soluble lytic murein transglycosylase or regulatory protein ( may contain LysM/invasin domain), , includes type III secretion system proteins IagB/IpgF/YsaH	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03881	COG2924	442168	1.38e-55	55.556	YggX	Fe-S cluster biosynthesis and repair protein YggX	P	Inorganic ion transport and metabolism
NIDLIJIB_03882	COG1194	440807	0.0	49.573	MutY	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	L	Replication, recombination and repair
NIDLIJIB_03883	COG0220	439990	4.44e-107	50.242	TrmB	tRNA G46 N7-methylase TrmB	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03884	COG3171	442404	1.25e-68	70.642	YggL	Ribosome 50S subunit-binding protein YggL, DUF469 family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03886	COG0252	440022	8.57e-138	41.254	AnsA	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03888	COG0635	440400	4.99e-180	43.041	HemN	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase	H	Coenzyme transport and metabolism
NIDLIJIB_03889	COG0127	439897	5.13e-114	58.247	RdgB	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	F	Nucleotide transport and metabolism
NIDLIJIB_03890	COG1872	441476	1.64e-37	51.852	YggU	Uncharacterized conserved protein YggU, UPF0235/DUF167 family	S	Function unknown
NIDLIJIB_03891	COG0762	440525	2.63e-17	41.667	Ycf19	Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03892	COG0325	440094	4.09e-134	53.478	YggS	Pyridoxal 5'-phosphate homeostasis protein YggS, UPF0001 family	H	Coenzyme transport and metabolism
NIDLIJIB_03893	COG2805	442056	2.8e-178	53.03	PilT/PilU	Type IV pilus retraction ATPase PilT/PilU	N	Cell motility
NIDLIJIB_03894	COG0816	440578	1.62e-75	51.471	YqgF	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03895	COG1678	441284	1.79e-94	48.649	AlgH	Putative transcriptional regulator, AlgH/UPF0301 family	K	Transcription
NIDLIJIB_03896	COG0189	439959	7.16e-83	39.496	LysX	Glutathione synthase, LysX or RimK-type ligase, ATP-grasp superfamily	E	Amino acid transport and metabolism
NIDLIJIB_03897	COG0263	440033	3.89e-103	51.5	ProB	Glutamate 5-kinase	E	Amino acid transport and metabolism
NIDLIJIB_03898	COG0014	439785	0.0	55.635	ProA	Gamma-glutamyl phosphate reductase	E	Amino acid transport and metabolism
NIDLIJIB_03900	COG0582	440347	0.0	55.412	FimB	Integrase/recombinase, includes phage integrase	L	Replication, recombination and repair
NIDLIJIB_03901	COG0286	440055	1.62e-25	22.018	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
NIDLIJIB_03902	COG5635	444362	0.000506	28.986	NACHT	Predicted NTPase, NACHT family domain	T	Signal transduction mechanisms
NIDLIJIB_03904	COG1487	441096	6.1e-42	38.636	VapC	Ribonuclease/mRNA interferase VapC, contains PIN domain	V	Defense mechanisms
NIDLIJIB_03905	COG4456	443554	2.92e-25	47.887	VagC	Virulence-associated protein VagC (function unknown)	S	Function unknown
NIDLIJIB_03907	COG2211	441813	5.89e-122	37.36	MelB	Na+/melibiose symporter or related transporter	G	Carbohydrate transport and metabolism
NIDLIJIB_03908	COG1501	441110	0.0	36.851	YicI	Alpha-glucosidase/xylosidase, GH31 family	G	Carbohydrate transport and metabolism
NIDLIJIB_03909	COG2982	442221	5.08e-10	16.822	AsmA	Outer membrane assembly factor AsmA	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03910	COG2233	441834	5.2e-136	40.576	UraA	Xanthine/uracil permease	F	Nucleotide transport and metabolism
NIDLIJIB_03911	COG0786	440549	8.3e-148	56.021	GltS	Na+/glutamate symporter	E	Amino acid transport and metabolism
NIDLIJIB_03913	COG1200	440813	0.0	54.161	RecG	RecG-like helicase	L	Replication, recombination and repair
NIDLIJIB_03914	COG0566	440332	4.16e-43	34.682	SpoU	tRNA G18 (ribose-2'-O)-methylase SpoU	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03915	COG0317	440086	0.0	51.397	SpoT	(p)ppGpp synthase/hydrolase, HD superfamily	T	Signal transduction mechanisms
NIDLIJIB_03916	COG1758	441364	2.4e-26	56.923	RpoZ	DNA-directed RNA polymerase, subunit K/omega	K	Transcription
NIDLIJIB_03917	COG0194	439964	9.24e-126	58.333	Gmk	Guanylate kinase	F	Nucleotide transport and metabolism
NIDLIJIB_03919	COG0272	440042	6.55e-40	23.564	Lig	NAD-dependent DNA ligase	L	Replication, recombination and repair
NIDLIJIB_03920	COG2860	442107	5.47e-71	43.956	YadS	Trimeric intracellular cation channel, TRIC family	P	Inorganic ion transport and metabolism
NIDLIJIB_03922	COG1561	441169	4.27e-135	45.548	YicC	Endoribonuclease YloC, YicC family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03923	COG0689	440453	4.87e-179	75.105	Rph	Ribonuclease PH	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03924	COG0461	440229	2.55e-79	40.566	PyrE	Orotate phosphoribosyltransferase	F	Nucleotide transport and metabolism
NIDLIJIB_03925	COG3344	442573	2.41e-15	25.837	YkfC	Retron-type reverse transcriptase	X	Mobilome: prophages, transposons
NIDLIJIB_03926	COG1309	440920	5.11e-14	28.049	AcrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	K	Transcription
NIDLIJIB_03927	COG0756	440519	9.66e-90	55.405	Dut	dUTP pyrophosphatase (dUTPase)	F	Nucleotide transport and metabolism
NIDLIJIB_03928	COG0452	440221	0.0	56.468	CoaBC	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC	H	Coenzyme transport and metabolism
NIDLIJIB_03929	COG2003	441606	3.22e-114	48.198	RadC	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif	L	Replication, recombination and repair
NIDLIJIB_03930	COG0227	439997	1.27e-31	57.971	RpmB	Ribosomal protein L28	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03931	COG0267	440037	5.17e-21	54.902	RpmG	Ribosomal protein L33	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03932	COG0266	440036	2.34e-158	56.25	Nei	Formamidopyrimidine-DNA glycosylase	L	Replication, recombination and repair
NIDLIJIB_03933	COG0669	440433	1.12e-107	61.146	CoaD	Phosphopantetheine adenylyltransferase	H	Coenzyme transport and metabolism
NIDLIJIB_03934	COG1519	441128	0.0	51.651	KdtA	3-deoxy-D-manno-octulosonic-acid transferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03935	COG0859	440620	1.51e-97	32.853	RfaF	ADP-heptose:LPS heptosyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03936	COG0438	440207	4.9e-18	36.275	RfaB	Lipopolysaccharide 1,6-galactosyltransferase, GT1 family	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03937	COG3642	442859	2.75e-06	16.568	Bud32	tRNA A37 N6-threonylcarbamoyl transferase component Bud32	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03938	COG1442	441051	5.8e-111	39.59	RfaJ	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03939	COG1442	441051	2.29e-103	38.689	RfaJ	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03940	COG3642	442859	4.89e-08	28.235	Bud32	tRNA A37 N6-threonylcarbamoyl transferase component Bud32	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03941	COG1442	441051	8.02e-98	32.215	RfaJ	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03942	COG0463	440231	1.33e-49	32.02	WcaA	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03943	COG3307	442536	2.31e-15	23.673	RfaL	O-antigen ligase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03944	COG0859	440620	6.09e-89	34.839	RfaF	ADP-heptose:LPS heptosyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03945	COG0859	440620	8.04e-111	37.101	RfaF	ADP-heptose:LPS heptosyltransferase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03946	COG0451	440220	1.48e-63	26.899	WcaG	Nucleoside-diphosphate-sugar epimerase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03947	COG0156	439926	0.0	48.586	BioF	7-keto-8-aminopelargonate synthetase or related enzyme	H	Coenzyme transport and metabolism
NIDLIJIB_03948	COG1063	440683	1.8e-148	40.173	Tdh	Threonine dehydrogenase or related Zn-dependent dehydrogenase	E	Amino acid transport and metabolism
NIDLIJIB_03949	COG0463	440231	4.2e-39	29.545	WcaA	Glycosyltransferase involved in cell wall bisynthesis	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03950	COG2861	442108	5.29e-112	46.575	YibQ	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family	G	Carbohydrate transport and metabolism
NIDLIJIB_03951	COG4942	443969	1.28e-95	34.069	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_03952	COG0696	440460	0.0	64.384	GpmI	Phosphoglycerate mutase (BPG-independent), AlkP superfamily	G	Carbohydrate transport and metabolism
NIDLIJIB_03953	COG0607	440372	3.49e-30	37.615	PspE	Rhodanese-related sulfurtransferase	P	Inorganic ion transport and metabolism
NIDLIJIB_03954	COG0695	440459	6.4e-36	46.914	GrxC	Glutaredoxin	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03955	COG1952	441555	1.22e-86	53.797	SecB	Preprotein translocase subunit SecB	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_03956	COG0240	440010	0.0	55.793	GpsA	Glycerol-3-phosphate dehydrogenase	C	Energy production and conversion
NIDLIJIB_03957	COG1045	440667	7.69e-102	54.598	CysE	Serine acetyltransferase	E	Amino acid transport and metabolism
NIDLIJIB_03958	COG0219	439989	8.67e-107	64.052	TrmL	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03959	COG1304	440915	4.01e-173	47.872	LldD	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	C	Energy production and conversion
NIDLIJIB_03960	COG2186	441789	6.45e-67	37.712	FadR	DNA-binding transcriptional regulator, FadR family	K	Transcription
NIDLIJIB_03961	COG1620	441227	0.0	51.306	LldP	L-lactate permease	C	Energy production and conversion
NIDLIJIB_03962	COG5295	444098	2.56e-37	20.982	Hia	Type Vc autotransporter adhesin, Ata/Hia family	U	Intracellular trafficking, secretion, and vesicular transport
NIDLIJIB_03964	COG4913	443941	0.006	32.609		Uncharacterized conserved protein, contains a C-terminal ATPase domain	S	Function unknown
NIDLIJIB_03966	COG3722	442936	2.58e-103	68.966	MtlR	DNA-binding transcriptional regulator, MltR family	K	Transcription
NIDLIJIB_03967	COG0246	440016	5.71e-37	26.932	MtlD	Mannitol-1-phosphate/altronate dehydrogenases	G	Carbohydrate transport and metabolism
NIDLIJIB_03968	COG2213	441815	0.0	71.158	MtlA	Phosphotransferase system, mannitol-specific IIBC component	G	Carbohydrate transport and metabolism
NIDLIJIB_03970	COG1566	441174	2.29e-50	27.628	EmrA	Multidrug resistance efflux pump EmrA	V	Defense mechanisms
NIDLIJIB_03971	COG0790	440553	5.89e-09	26.744	Sel1	Sel1-like repeat, TPR-related	R	General function prediction only
NIDLIJIB_03972	COG3209	442442	2.05e-33	39.855	RhsA	Uncharacterized conserved protein RhsA, contains RHS repeats	R	General function prediction only
NIDLIJIB_03973	COG1413	441023	7.56e-18	28.082	HEAT	HEAT repeat	R	General function prediction only
NIDLIJIB_03975	COG0583	440348	4.05e-54	27.491	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_03976	COG2211	441813	1.7e-06	14.159	MelB	Na+/melibiose symporter or related transporter	G	Carbohydrate transport and metabolism
NIDLIJIB_03977	COG0005	439776	3.97e-98	41.897	XapA	Purine nucleoside phosphorylase	F	Nucleotide transport and metabolism
NIDLIJIB_03979	COG0583	440348	7.67e-59	29.21	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
NIDLIJIB_03980	COG0385	440154	4.21e-73	35.577	YfeH	Predicted Na+-dependent transporter YfeH	R	General function prediction only
NIDLIJIB_03981	COG3530	442752	1.52e-35	61.972		Uncharacterized conserved protein, DUF3820 family	S	Function unknown
NIDLIJIB_03982	COG0272	440042	0.0	61.343	Lig	NAD-dependent DNA ligase	L	Replication, recombination and repair
NIDLIJIB_03983	COG3115	442349	2.79e-97	40.514	ZipA	Cell division protein ZipA, interacts with FtsZ	D	Cell cycle control, cell division, chromosome partitioning
NIDLIJIB_03984	COG2981	442220	2.86e-103	50.41	CysZ	Sulfate transporter CysZ	E	Amino acid transport and metabolism
NIDLIJIB_03985	COG0031	439802	2.59e-112	63.243	CysK	Cysteine synthase	E	Amino acid transport and metabolism
NIDLIJIB_03987	COG0671	440435	2.22e-20	30.409	PgpB	Membrane-associated phospholipid phosphatase	I	Lipid transport and metabolism
NIDLIJIB_03988	COG1349	440960	3.53e-67	31.008	GlpR	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	K	Transcription
NIDLIJIB_03989	COG1686	441292	1.78e-146	46.883	DacC	D-alanyl-D-alanine carboxypeptidase	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_03990	COG0625	440390	2.48e-58	38.35	GstA	Glutathione S-transferase or stringent starvation protein SspA	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_03991	COG2133	441736	3.34e-138	42.135	YliI	Glucose/arabinose dehydrogenase, beta-propeller fold	G	Carbohydrate transport and metabolism
NIDLIJIB_03993	COG0621	440386	0.0	38.976	MiaB	tRNA A37 methylthiotransferase MiaB	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_03994	COG2199	441801	2.25e-36	26.496	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
NIDLIJIB_03995	COG5001	444025	1.17e-74	37.778		Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	T	Signal transduction mechanisms
NIDLIJIB_03996	COG1173	440786	3.38e-128	52.727	DppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	E	Amino acid transport and metabolism
NIDLIJIB_03997	COG0601	440366	4.2e-148	51.118	DppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	E	Amino acid transport and metabolism
NIDLIJIB_03998	COG0747	440510	2.52e-175	36.287	DdpA	ABC-type transport system, periplasmic component	E	Amino acid transport and metabolism
NIDLIJIB_03999	COG4172	443332	0.0	53.737	YejF	ABC-type microcin C transport system, duplicated ATPase component YejF	Q	Secondary metabolites biosynthesis, transport and catabolism
NIDLIJIB_04000	COG1446	441055	1.36e-166	54.952	IaaA	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily	E	Amino acid transport and metabolism
NIDLIJIB_04001	COG0303	440072	0.0	53.96	MoeA	Molybdopterin Mo-transferase (molybdopterin biosynthesis)	H	Coenzyme transport and metabolism
NIDLIJIB_04002	COG0476	440244	1.85e-121	47.059	ThiF	Molybdopterin or thiamine biosynthesis adenylyltransferase	H	Coenzyme transport and metabolism
NIDLIJIB_04003	COG0176	439946	9.83e-82	40.845	TalA	Transaldolase/fructose-6-phosphate aldolase	G	Carbohydrate transport and metabolism
NIDLIJIB_04004	COG1180	440793	3.41e-67	27.907	PflA	Pyruvate-formate lyase-activating enzyme	O	Posttranslational modification, protein turnover, chaperones
NIDLIJIB_04005	COG1882	441486	0.0	41.968	PflD	Pyruvate-formate lyase	C	Energy production and conversion
NIDLIJIB_04006	COG0561	440327	1.44e-52	25.0	Cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	H	Coenzyme transport and metabolism
NIDLIJIB_04008	COG0488	440254	0.0	44.146	Uup	ABC cassette proteins with duplicated ATPase domains, Uup/ABCF family	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_04009	COG1376	440986	3.82e-49	46.269	ErfK	Lipoprotein-anchoring transpeptidase ErfK/SrfK	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_04010	COG1055	440675	1.26e-41	28.689	ArsB	Na+/H+ antiporter NhaD or related arsenite permease	P	Inorganic ion transport and metabolism
NIDLIJIB_04011	COG1321	440932	1.93e-44	42.017	MntR	Mn-dependent transcriptional regulator MntR, DtxR family	K	Transcription
NIDLIJIB_04013	COG2194	441797	1.35e-28	23.327	OpgE	Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_04014	COG3637	442854	1.45e-23	23.077	LomR	Opacity protein LomR and related surface antigens	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_04015	COG5006	444030	2.55e-101	53.873	RhtA	Threonine/homoserine efflux transporter RhtA, contains EamA domain	E	Amino acid transport and metabolism
NIDLIJIB_04016	COG0783	440546	5.97e-53	30.968	Dps	DNA-binding ferritin-like chromatin protein Dps	B	Chromatin structure and dynamics
NIDLIJIB_04017	COG0834	440596	1.62e-83	42.601	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
NIDLIJIB_04018	COG0765	440528	1.12e-83	48.624	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
NIDLIJIB_04019	COG1126	440743	1.68e-165	62.343	GlnQ	ABC-type polar amino acid transport system, ATPase component	E	Amino acid transport and metabolism
NIDLIJIB_04020	COG0668	440432	9.78e-45	33.219	MscS	Small-conductance mechanosensitive channel	M	Cell wall/membrane/envelope biogenesis
NIDLIJIB_04021	COG3129	442363	0.0	64.726	RlmF	23S rRNA A1618 N6-methylase RlmF	J	Translation, ribosomal structure and biogenesis
NIDLIJIB_04023	COG4774	443806	0.0	37.892	Fiu	Outer membrane receptor for monomeric catechols	P	Inorganic ion transport and metabolism
NIDLIJIB_04024	COG3128	442362	6.56e-151	59.111	PiuC	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX	R	General function prediction only
NIDLIJIB_04025	COG1734	441340	9.05e-07	53.333	DksA	RNA polymerase-binding transcription factor DksA	K	Transcription
NIDLIJIB_04027	COG2055	441658	1.74e-144	40.588	AllD	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	C	Energy production and conversion
NIDLIJIB_04028	COG0547	440313	7.28e-30	29.004	TrpD	Anthranilate phosphoribosyltransferase, glycosyltransferase domain	E	Amino acid transport and metabolism
NIDLIJIB_04029	COG1199	440812	0.0	34.72	DinG	Rad3-related DNA helicase DinG	L	Replication, recombination and repair
NIDLIJIB_04030	COG3236	442468	1.37e-67	49.315	RibX	N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily	H	Coenzyme transport and metabolism
NIDLIJIB_04031	COG0513	440279	0.0	55.67	SrmB	Superfamily II DNA and RNA helicase	L	Replication, recombination and repair
